"Data Source","World Development Indicators",

"Last Updated Date","2024-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Botswana","BWA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.0890160222029","14.2050953955715","17.0784516741399","13.9315846236186","15.3739921714153","13.5324066140804","14.2350418942367","13.99876452185","14.1044618415742","14.4860707823841","","","","","","","","","","8.6789124419475","10.5469623782512","","",
"Botswana","BWA","Internally displaced persons, new displacement associated with disasters (number of cases)","VC.IDP.NWDS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","870","","","","1200","2000","250","","2000","1600","","780","","","99",
"Botswana","BWA","Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval","VA.PER.RNK.UPPER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","","81.592041015625","","77.6119384765625","","73.1343307495117","76.1194000244141","81.7307662963867","72.5961532592773","70.1923065185547","68.75","68.75","68.2464447021484","68.2464447021484","67.1361465454102","69.4835662841797","67.1361465454102","68.9655151367188","69.9507369995117","67.4876861572266","66.5024642944336","70.3883514404297","70.0483093261719","68.5990371704102","66.1835784912109","66.6666641235352","",
"Botswana","BWA","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.86250102519989","","0.749341487884521","","0.674277007579803","","0.666893184185028","0.706076979637146","0.735869944095612","0.594607651233673","0.513100147247314","0.507903635501862","0.51350462436676","0.437099367380142","0.455533385276794","0.425984054803848","0.53296971321106","0.489367246627808","0.44752436876297","0.45068359375","0.403236478567123","0.393605440855026","0.462329059839249","0.498026460409164","0.488893240690231","0.451135843992233","0.446497648954391","",
"Botswana","BWA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26069812","18356854","37475913","28743102","53702268","39427298","18648578","16833575","23414150","38743818","",
"Botswana","BWA","Merchandise exports to low- and middle-income economies within region (% of total merchandise exports)","TX.VAL.MRCH.WR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3271192183648","9.71223463514605","12.5239830710379","10.3798054584307","13.4331732009892","13.6186123597414","12.9996922312531","17.9916204251584","25.5029147579487","21.9906264580091","18.4576327214727","19.0910228169931","18.4821860622391","29.6591327724841","25.3779375869116","29.1249937817256","26.4487756453179","14.3110902344869","13.6175762667316","13.6730533597238","17.4980405473587","","","",
"Botswana","BWA","Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)","TX.VAL.MRCH.R5.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0363291585300782","0.00558572702604807","0.0490439770191793","0.00819948667888944","0.00684624321052765","0.0540159293007529","0.00494925073015237","0.00981106346727664","0.443253293848861","0.14735982272376","0.878947261355406","1.27651025957274","1.12716963547351","2.72392934803363","13.6479246491632","12.4011824464717","15.1000331624896","18.603862006248","17.1975337770798","21.691083510902","22.4141277885395","","","",
"Botswana","BWA","Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)","TX.VAL.MRCH.R1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00139547216752981","0.000420061872795954","0.00390442018525276","0.00319311316028754","0.0174033279120296","0.0112128519866449","0.161130979375417","1.96914299015652","5.44792227404993","3.08881357490746","1.74382014264831","1.5810642745471","1.50459109078062","1.63315930916963","1.55955958488599","2.05992541373987","1.40720613612829","0.938746142743949","0.606228141539592","0.805143676784854","0.0819299542591145","","","",
"Botswana","BWA","Merchandise exports to economies in the Arab World (% of total merchandise exports)","TX.VAL.MRCH.AL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.46574154142767E-05","","0.0133302448571858","0.00811762343432624","0.0295407961249219","0.084256111871728","0.0246031966080679","0.0118785345300075","0.00353137517894498","0.0075196262202409","0.0666228792321029","0.21607920217837","0.291018582830552","0.983824865679585","4.23370531620092","5.33672082472767","9.67349442998557","15.4782299614203","12.1271584183374","18.4451664019958","21.2735595981878","","","",
"Botswana","BWA","ICT goods exports (% of total goods exports)","TX.VAL.ICTG.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.68","0.18","0.18","0.11","0.16","0.17","0.22","0.16","0.2","0.36","0.26","0.14","0.13","0.08","0.12","0.16","0.11","0.21","0.23","0.17","0.24","0.11","0.16","",
"Botswana","BWA","Export unit value index (2015 = 100)","TX.UVI.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.6","74.4","78.7","69.6","56.9","62.9","82.5","88.2","75.2","96.3","100","112","95.5","93.9","90.1","85.1","89.1","101.3","106.7",
"Botswana","BWA","Travel services (% of commercial service imports)","TM.VAL.TRVL.ZS.WT","","","","","","","","","","","","","","","","44.1281138790035","10.1785714285714","10.2728731942215","10.2011494252873","29.8882681564246","29.5070898041864","28.4069097888675","26.2484774665043","21.0707269155207","22.2324299494718","25.7062146892657","27.0816491511722","23.9986422267481","24.5082815734989","23.7809272159501","14.984798030983","17.7792292619203","20.9817260237428","24.4678122595538","21.5664845173042","33.0026238110857","22.5685651378651","21.0615042619945","24.1873386130859","28.5108526806332","36.7387451955537","56.5760602618247","54.346759520145","50.9463743615727","49.2133998505186","48.9154964129992","47.7190114997041","38.8287719612653","41.5481174767324","36.5828864510338","36.1494020635865","33.7767686872597","31.4618507297469","26.7640022760211","24.0308066492256","24.5339252255818","24.9811179398219","23.5299159173971","23.9886389932262","22.2018596079222","6.99834704505311","6.55203555772003","7.82229055137423","7.76462517053713",
"Botswana","BWA","Import value index (2015 = 100)","TM.VAL.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","8.0665365964","9.6471526783","8.4058057204","8.7371902812","8.3050067679","7.824234782","9.9884249695","12.8821177307","16.9229270259","22.4802044367","22.6808706344","22.6029567144","21.988613013","20.5642673347","19.104633288","26.4041452369","23.8050411598","31.1978149686","32.0766636286","30.5961193274","28.7515180999","24.9935109276","25.4908942296","33.8220645283","44.6467554919","43.6730171616","42.6340663343","56.1875126168","71.9975731476","65.3234076633","78.1555791021","100.4715790072","110.8790068078","115.3932970692","111.6038002911","100","84.87971829","73.6251218333","87.1253343063","90.6840841945","88.885877768","115.48346367","","",
"Botswana","BWA","Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)","TM.VAL.MRCH.R6.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.6323568268291","80.5713655557958","82.9613504444407","85.5210621718242","84.5917297354511","85.6491781456435","87.8274632457268","85.0089276098094","78.3340326987688","77.2954018337854","70.5081334109952","71.4332374507476","72.7765036604941","77.3055576924012","78.2525922014617","81.0687902983036","77.3310787861482","72.8230629171078","74.3673382353769","68.877407952726","66.8381138403481","","","",
"Botswana","BWA","Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)","TM.VAL.MRCH.R2.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000502624330729127","0.000399071294149055","0.0332615019097647","0.0534348955018904","0.0265845675822886","0.0493380854327116","0.0163302723364812","0.0278933922466359","0.0612201399793826","0.0260759482421492","0.182104982653019","0.122320983275916","0.0203667736492232","0.251712039535845","0.159344433474303","0.408701060815355","0.459437367797376","0.354741371151799","0.645596899703638","1.9417054102528","1.37543881816293","","","",
"Botswana","BWA","Merchandise imports (current US$)","TM.VAL.MRCH.CD.WT","9000000","8000000","11000000","12000000","13000000","23000000","26000000","31000000","33000000","46000000","57000000","83000000","110000000","166000000","184000000","216000000","209000000","286000000","371000000","538000000","692000000","797000000","689000000","735000000","697000000","580000000","713000000","937000000","1196000000","1500000000","1946000000","1947000000","1861000000","1771000000","1640000000","1911000000","1723000000","2258000000","2251000000","2198000000","2081000000","1809000000","1845000000","2448000000","3231000000","3161000000","3086000000","4067000000","5211000000","4728000000","5657000000","7272000000","8025000000","8352000000","8078000000","7238000000","6143000000","5329000000","6306000000","6564000000","6516000000","8400000000","8087000000","6392000000",
